Código Interno,Título ,Subtítulo,Autor/Org./Coordenador,ISBN,Tradução,Coleção,Edição,Volume,Classificação,Local de Publicação,Editora,Data,Número de Páginas,Exemplar
250.30,Crítica profética de sistemas sociais na perspectiva franciscana - A,,Anton Rotzetter - MariaCrucis Doka - Margarethe Mehren - Patrícia Hoffmann-Kayser - Othmar Noggler - Horst von der Bey - Andreas Muller,,Malina Hoepfner,Curso Básico sobre o Carisma Missionário Franciscano,1,21A, Igreja Cristã e Ordem Religiosa,Petrópolis,Vozes,1994,43,1
250.31,Crítica profética de sistemas sociais na perspectiva franciscana - B,,Anton Rotzetter - MariaCrucis Doka - Margarethe Mehren - Patrícia Hoffmann-Kayser - Othmar Noggler - Horst von der Bey - Andreas Muller,,Malina Hoepfner,Curso Básico sobre o Carisma Missionário Franciscano,1,21B, Igreja Cristã e Ordem Religiosa,Petrópolis,Vozes,1994,65,1
250.32,"""Como homem e mulher Ele os criou""",um desafio franciscano,Anton Rotzetter - MariaCrucis Doka - Margarethe Mehren - Patrícia Hoffmann-Kayser - Othmar Noggler - Horst von der Bey - Andreas Muller,,Malina Hoepfner,Curso Básico sobre o Carisma Missionário Franciscano,1,22, Igreja Cristã e Ordem Religiosa,Petrópolis,Vozes,1994,61,1
250.33,Empenho franciscano pela Paz,,Anton Rotzetter - MariaCrucis Doka - Margarethe Mehren - Patrícia Hoffmann-Kayser - Othmar Noggler - Horst von der Bey - Andreas Muller,,Malina Hoepfner,Curso Básico sobre o Carisma Missionário Franciscano,1,23, Igreja Cristã e Ordem Religiosa,Petrópolis,Vozes,1994,41,1
250.34,Nossa relação com a Ciência e a Técnica,,Anton Rotzetter - MariaCrucis Doka - Margarethe Mehren - Patrícia Hoffmann-Kayser - Othmar Noggler - Horst von der Bey - Andreas Muller,,Malina Hoepfner,Curso Básico sobre o Carisma Missionário Franciscano,1,24, Igreja Cristã e Ordem Religiosa,Petrópolis,Vozes,1994,56,1
250.35,A missão permanente dos franciscanos na Igreja,,Anton Rotzetter - MariaCrucis Doka - Margarethe Mehren - Patrícia Hoffmann-Kayser - Othmar Noggler - Horst von der Bey - Andreas Muller,,Malina Hoepfner,Curso Básico sobre o Carisma Missionário Franciscano,1,25, Igreja Cristã e Ordem Religiosa,Petrópolis,Vozes,1994,30,1
250.36,São Francisco,,Raoul Manselli,,Frei Celson Márcio Teixeira,,2,, Igreja Cristã e Ordem Religiosa,Petrópolis,Vozes,1997,331,1
250.37,A vida em fraternidade,,Ordem Franciscana Secular,,,,1,, Igreja Cristã e Ordem Religiosa,Petrópolis,Vozes,2001,189,1
250.38,Em nome de São Francisco,história dos frades menores e dos franciscanismo até inícios do século XVI,Grado Giovani Merlo,,Frei Ary E. Pintarelli - OFM,,1,, Igreja Cristã e Ordem Religiosa,Petrópolis,Vozes,2005,344,1
250.39,Vida e regra Franciscana,estranhando sua primeira versão vinda até nós,Frei Dorvalino Francisco Fassini - OFM,,,,1,, Igreja Cristã e Ordem Religiosa,Porto Alegre,"Província São Francisco de Assis, OFM",2005,390,1
250.40,Os opusculos de S. Francisco de Assis,,S/a,,,,3,, Igreja Cristã e Ordem Religiosa,São Paulo e Rio de Janeiro,Vozes e Petrópolis,1956,161,1
250.41,A experiência espiritual de São Vicente e a nossa,,,,"Pe. Ladislau Biernaski, C.M.",Vicentina,1,1, Igreja Cristã e Ordem Religiosa,Curitiba,Vicentina,1977,70,1
250.42,Antônio Frederico Ozanam,,Benedito Rosa Miranda; Messias G. Teixeira,,,Vicentina,1,5, Igreja Cristã e Ordem Religiosa,Curitiba,Vicentina,1983,71,1
260.1,Cristo minha vida,,Clarence J. Enzler,,,,14,,"Teologia social cristã, eclesial",São Paulo,Paulinas,1982,213,1
260.2,Cristo minha vida,,Clarence J. Enzler,,,,37,,"Teologia social cristã, eclesial",São Paulo,Paulinas,2002,203,1
260.3,De Leão XIII a João Paulo II,cem anos de doutrina social da igreja,Exequiel R. Gutierrez,,Haroldo Reimer,,1,,"Teologia social cristã, eclesial",São Paulo,Paulinas,1995,126,1
260.4,A verdade do homem e as razões de sua esperança,,Fellipo Santoro; João Carlos Petrini; Pedor Morandé; Aníbal Fornari,,Attílio Cancian,Escola de doutrina social,1,1,"Teologia social cristã, eclesial",São Paulo,Companhia Ilimitada,1989,120,1
260.5,O destino do homem e do mundo,ensaio sobre a vocação humana,"Leonardo Boff, O.F.M.",,,Teologia,2,6,"Teologia social cristã, eclesial",Petrópolis,Vozes,1973,166,1
260.6,Pequena Encicolpédia de Doutrina Social da Igreja,,"Fernando Bastos de Ávila, S.J.",,,,1,,"Teologia social cristã, eclesial",São Paulo,Loyola,1991,459,1
270.1,A volta de Frei Boanerges,,Antônio Carlos Santini,,,,1,,História da Igreja Cristã,Belo Horizonte,O Lutador,1994,88,1
270.2,Estórias de Frei Boanerges,,Antônio Carlos Santini,,,,1,,História da Igreja Cristã,Belo Horizonte,O Lutador,1993,84,1
270.3,História Sagrada ,do Antigo e do Novo Testamento,Frei Bruno Heuser,,,,1,,História da Igreja Cristã,Petrópolis,Vozes,1970,324,1
270.4,A Igreja do futuro,,M.D.Chenu; M. Cornillon; Ch. Duquoc; P. Eyt; A. George; P. Gerest; P. Jacquemont; J.P. Jossua; P.A. Liégé; E. Marcus; Ch. Perrucon; P. Ricouer,,Pedro Paulo de Sena Madureira; Júlio Castañon Guimarães,,1,,História da Igreja Cristã,Petrópolis,Vozes,1973,162,1
270.5,Pia Unidão de missas de Ingolstadt ,"sob invocação da virgem imaculada, histórico e estatutos","Frei Antônio Alexandre Nader, O.F.M. ",,,,1,,História da Igreja Cristã,São Paulo ,P.U.M.I,1979,30,1
050.1,Revista da Universidade São Francisco,Educação para a Paz,,,,,4,7,Revista e Periódico,Bragança Paulista,Universidade São Francisco Campus 1,1989,,1
050.2,Novena em Preparação para Natal,A tarefa fundamental da família é o serviço à vida,,,,,,,Revista e Periódico,Guarapauva,Impresset,1996,,1
050.3,O Recado,Os filhos de ninguém,,,,jun.,4,,Revista e Periódico,São Paulo,Monsanto,1979,,1
050.4,O Recado,O excepcional: um irmão menor,,,,ago./set.,7,,Revista e Periódico,São Paulo,Monsanto,1979,,1
050.5,O Recado,Nobel da Paz Teresa de Calcutá,,,,out.,8,,Revista e Periódico,São Paulo,Monsanto,1979,,1
050.6,O Recado,Recado aos apressados; coisas da vida; as parábolas de Jesus; participação; consequências,,,,abr.,12,,Revista e Periódico,São Paulo,Monsanto,1980,,1
050.7,O Recado,A Senhora democracia,,,,mai.,13,,Revista e Periódico,São Paulo,Monsanto,1980,,1
050.8,O Recado,Taizé: uma experiência e um desafio,,,,out.,18,,Revista e Periódico,São Paulo,Monsanto,1980,,1
050.9,O Recado,Os diretos do homem; natal,,,,nov./dez.,19,,Revista e Periódico,São Paulo,Monsanto,1980,,1
050.10,O Recado,Saúde para todos,,,,jan./fev.,20,,Revista e Periódico,São Paulo,Monsanto,1981,,1
050.11,O Recado,A via-sacra de todos os dias,,,,mar.,21,,Revista e Periódico,São Paulo,Monsanto,1981,,1
050.12,O Recado,Cristo e Marx frente a frente na Rússia,,,,abr.,22,,Revista e Periódico,São Paulo,Monsanto,1981,,1
050.13,O Recado,A igreja na situação brasileira,,,,mai.,23,,Revista e Periódico,São Paulo,Monsanto,1981,,1
050.14,O Recado,A não-violência,,,,jul.,25,,Revista e Periódico,São Paulo,Monsanto,1981,,1
050.15,O Recado,"Ide, anunciai: Cristo pe vida plena",,,,set.,27,,Revista e Periódico,São Paulo,Monsanto,1981,,1
050.16,O Recado,Meditação para novembro,,,,out.,28,,Revista e Periódico,São Paulo,Monsanto,1981,,1
050.17,O Recado,Vocação: chamados por Deus,,,,ago.,36,,Revista e Periódico,São Paulo,Monsanto,1982,,1
050.18,O Recado,Outubro mês das missões; analfabetismo no mundo; os direitos do ancião,,,,out.,38,,Revista e Periódico,São Paulo,Monsanto,1982,,1
050.19,O Recado,"Bíblia: livro feito em mutirão, bíblia e direitos humanos",,,,set.,37,,Revista e Periódico,São Paulo,Monsanto,1982,,1
050.20,Subsídio Integrado,Felizes os que promovem a paz,,,,,,,Revista e Periódico,Curitiba,Roteiro para Grupos,2005,,1
050.21,Subsídio Integrado,A paz é fruto da justiça,,,,,,,Revista e Periódico,Curitiba,Roteiro para Grupos,2009,,1
050.22,Subsídio Integrado,Vocês não podem servir a Deus e ao Dinheiro,,,,,,,Revista e Periódico,Curitiba,Roteiro para Grupos,2010,,1
050.23,Pergunte e Responderemos,"Filosofia, Ciência e Religião, Doutrina, Bíblica Moral, História do Cristianismo",,,,jul.,151,,Revista e Periódico,Rio de Janeiro,Laudes,1972,,1
050.24,Pergunte e Responderemos,"Filosofia, Ciência e Religião, Doutrina, Bíblica Moral, História do Cristianismo",,,,set.,165,,Revista e Periódico,Rio de Janeiro,Laudes,1973,,1
050.25,Pergunte e Responderemos,"Filosofia, Ciência e Religião, Doutrina, Bíblica Moral, História do Cristianismo",,,,mai.,173,,Revista e Periódico,Rio de Janeiro,Laudes,1974,,1
050.26,Pergunte e Responderemos,"Filosofia, Ciência e Religião, Doutrina, Bíblica Moral, História do Cristianismo",,,,jul.,175,,Revista e Periódico,Rio de Janeiro,Laudes,1974,,1
050.27,Pergunte e Responderemos,"Filosofia, Ciência e Religião, Doutrina, Bíblica Moral, História do Cristianismo",,,,abr.,184,,Revista e Periódico,Rio de Janeiro,Laudes,1975,,1
050.28,Pergunte e Responderemos,"Filosofia, Ciência e Religião, Doutrina, Bíblica Moral, História do Cristianismo",,,,ago.,188,,Revista e Periódico,Rio de Janeiro,Laudes,1975,,1
050.29,Rumo ao novo milênio,Projeto de Evangelização da Igreja no Brasil em preparação ao Grande Jubileu do Ano 2000. Documento 56 da 34 Assembleia Geral da CNBB.,,,,,56,,Revista e Periódico,São Paulo,Salesiana Dom Bosco,1976,,1
050.30,Sem fornteiras,Índios Brasileiros,,,,abr.,50,,Revista e Periódico,São Paulo,Escolas Profissionais Salesianas,1977,,1
050.31,Almanaque Santo Antônio,,,,,,,,Revista e Periódico,Petrópolis,Vozes,2016,,1
050.32,Almanaque Santo Antônio,,,,,,,,Revista e Periódico,Petrópolis,Vozes,2017,,1
050.33,Almanaque Santo Antônio,,,,,,,,Revista e Periódico,Petrópolis,Vozes,2019,,1
050.34,Fato e razão,Edição Movimento Familiar cristão,,,,,10,,Revista e Periódico,Rio de Janeiro,Condin,,,1
050.35,Fato e razão,Número especial sobre o IX Encontro Latino-Americano do MFC,,,,,11,,Revista e Periódico,Rio de Janeiro,Condin,,,1
